 EQUATION NUMBER
 ---------------------
     node   dof    eqn
    1         -1.969E+05 -5.224E+03 -8.903E+01 -7.049E+03  2.094E+03  1.375E+02
    2         -1.972E+05 -6.095E+03 -4.503E+02 -7.449E+03 -1.142E+03 -4.711E+02
    3         -1.652E+05  5.608E+03  4.269E+03 -7.051E+03  1.839E+03  4.299E+01
    4         -1.652E+05  4.845E+03  4.017E+03 -7.202E+03 -1.397E+03 -6.532E+02
    5         -1.978E+05 -6.142E+03 -2.222E+03  3.409E+03  1.725E+03  1.517E+02
    6         -1.978E+05 -6.144E+03 -2.210E+03  3.081E+03 -1.599E+03 -4.570E+02
    7         -1.662E+05  4.558E+03  1.830E+03  3.407E+03  1.718E+03  1.297E+02
    8         -1.659E+05  4.665E+03  1.951E+03  3.328E+03 -1.606E+03 -5.665E+02
 
 STRESS of ELEMENT :   35
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.489E+05 -5.985E+03 -7.850E+02 -1.272E+04  1.879E+03  6.618E+02
    2         -1.494E+05 -6.279E+03 -9.987E+02 -1.268E+04 -1.653E+03 -1.252E+01
    3         -1.139E+05  5.998E+03  4.134E+03 -1.270E+04  1.839E+03  5.033E+02
    4         -1.142E+05  5.749E+03  3.966E+03 -1.264E+04 -1.693E+03 -2.382E+01
    5         -1.499E+05 -6.921E+03 -3.113E+03 -1.200E+03  1.680E+03  5.596E+02
    6         -1.503E+05 -7.174E+03 -3.309E+03 -1.125E+03 -1.704E+03 -1.147E+02
    7         -1.147E+05  5.282E+03  2.321E+03 -1.178E+03  1.652E+03  4.312E+02
    8         -1.150E+05  5.075E+03  2.171E+03 -1.092E+03 -1.733E+03 -9.589E+01
 
 STRESS of ELEMENT :   36
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.494E+05 -6.279E+03 -9.987E+02 -1.268E+04  1.653E+03  1.252E+01
    2         -1.489E+05 -5.985E+03 -7.850E+02 -1.272E+04 -1.879E+03 -6.618E+02
    3         -1.142E+05  5.749E+03  3.966E+03 -1.264E+04  1.693E+03  2.382E+01
    4         -1.139E+05  5.998E+03  4.134E+03 -1.270E+04 -1.839E+03 -5.033E+02
    5         -1.503E+05 -7.174E+03 -3.309E+03 -1.125E+03  1.704E+03  1.147E+02
    6         -1.499E+05 -6.921E+03 -3.113E+03 -1.200E+03 -1.680E+03 -5.596E+02
    7         -1.150E+05  5.075E+03  2.171E+03 -1.092E+03  1.733E+03  9.589E+01
    8         -1.147E+05  5.282E+03  2.321E+03 -1.178E+03 -1.652E+03 -4.312E+02
 
 STRESS of ELEMENT :   37
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -9.795E+04 -8.651E+03 -2.292E+03 -1.644E+04  1.948E+03  4.068E+02
    2         -9.822E+04 -8.899E+03 -2.446E+03 -1.637E+04 -1.687E+03 -2.395E+01
    3         -6.176E+04  3.744E+03  2.832E+03 -1.586E+04  1.901E+03  3.017E+02
    4         -6.197E+04  3.517E+03  2.700E+03 -1.578E+04 -1.734E+03 -1.300E+01
    5         -9.772E+04 -7.253E+03 -2.923E+03 -4.544E+03  1.811E+03  3.510E+02
    6         -9.797E+04 -7.476E+03 -3.067E+03 -4.456E+03 -1.709E+03 -7.969E+01
    7         -6.135E+04  5.316E+03  2.607E+03 -3.960E+03  1.771E+03  2.604E+02
    8         -6.156E+04  5.115E+03  2.485E+03 -3.864E+03 -1.748E+03 -5.431E+01
 
 STRESS of ELEMENT :   38
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -9.822E+04 -8.899E+03 -2.446E+03 -1.637E+04  1.687E+03  2.395E+01
    2         -9.795E+04 -8.651E+03 -2.292E+03 -1.644E+04 -1.948E+03 -4.068E+02
    3         -6.197E+04  3.517E+03  2.700E+03 -1.578E+04  1.734E+03  1.300E+01
    4         -6.176E+04  3.744E+03  2.832E+03 -1.586E+04 -1.901E+03 -3.017E+02
    5         -9.797E+04 -7.476E+03 -3.067E+03 -4.456E+03  1.709E+03  7.969E+01
    6         -9.772E+04 -7.253E+03 -2.923E+03 -4.544E+03 -1.811E+03 -3.510E+02
    7         -6.156E+04  5.115E+03  2.485E+03 -3.864E+03  1.748E+03  5.431E+01
    8         -6.135E+04  5.316E+03  2.607E+03 -3.960E+03 -1.771E+03 -2.604E+02
 
 STRESS of ELEMENT :   39
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -4.409E+04 -7.070E+03 -2.116E+03 -1.698E+04  2.000E+03  2.076E+02
    2         -4.422E+04 -7.178E+03 -2.186E+03 -1.689E+04 -1.725E+03 -7.089E+00
    3         -8.945E+03  4.798E+03  2.301E+03 -1.673E+04  1.982E+03  5.563E+01
    4         -9.000E+03  4.721E+03  2.262E+03 -1.663E+04 -1.744E+03 -1.900E+00
    5         -4.403E+04 -6.509E+03 -2.489E+03 -5.345E+03  1.818E+03  1.792E+02
    6         -4.415E+04 -6.596E+03 -2.550E+03 -5.229E+03 -1.750E+03 -3.551E+01
    7         -8.653E+03  5.595E+03  2.478E+03 -5.093E+03  1.806E+03  4.801E+01
    8         -8.699E+03  5.539E+03  2.448E+03 -4.971E+03 -1.762E+03 -9.514E+00
 
 STRESS of ELEMENT :   40
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -4.422E+04 -7.178E+03 -2.186E+03 -1.689E+04  1.725E+03  7.089E+00
    2         -4.409E+04 -7.070E+03 -2.116E+03 -1.698E+04 -2.000E+03 -2.076E+02
    3         -9.000E+03  4.721E+03  2.262E+03 -1.663E+04  1.744E+03  1.900E+00
    4         -8.945E+03  4.798E+03  2.301E+03 -1.673E+04 -1.982E+03 -5.563E+01
    5         -4.415E+04 -6.596E+03 -2.550E+03 -5.229E+03  1.750E+03  3.551E+01
    6         -4.403E+04 -6.509E+03 -2.489E+03 -5.345E+03 -1.818E+03 -1.792E+02
    7         -8.699E+03  5.539E+03  2.448E+03 -4.971E+03  1.762E+03  9.514E+00
    8         -8.653E+03  5.595E+03  2.478E+03 -5.093E+03 -1.806E+03 -4.801E+01
 
 STRESS of ELEMENT :   41
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          8.945E+03 -4.798E+03 -2.301E+03 -1.673E+04  1.982E+03 -5.563E+01
    2          9.000E+03 -4.721E+03 -2.262E+03 -1.663E+04 -1.744E+03  1.900E+00
    3          4.409E+04  7.070E+03  2.116E+03 -1.698E+04  2.000E+03 -2.076E+02
    4          4.422E+04  7.178E+03  2.186E+03 -1.689E+04 -1.725E+03  7.089E+00
    5          8.653E+03 -5.595E+03 -2.478E+03 -5.093E+03  1.806E+03 -4.801E+01
    6          8.699E+03 -5.539E+03 -2.448E+03 -4.971E+03 -1.762E+03  9.514E+00
    7          4.403E+04  6.509E+03  2.489E+03 -5.345E+03  1.818E+03 -1.792E+02
    8          4.415E+04  6.596E+03  2.550E+03 -5.229E+03 -1.750E+03  3.551E+01
 
 STRESS of ELEMENT :   42
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          9.000E+03 -4.721E+03 -2.262E+03 -1.663E+04  1.744E+03 -1.900E+00
    2          8.945E+03 -4.798E+03 -2.301E+03 -1.673E+04 -1.982E+03  5.563E+01
    3          4.422E+04  7.178E+03  2.186E+03 -1.689E+04  1.725E+03 -7.089E+00
    4          4.409E+04  7.070E+03  2.116E+03 -1.698E+04 -2.000E+03  2.076E+02
    5          8.699E+03 -5.539E+03 -2.448E+03 -4.971E+03  1.762E+03 -9.514E+00
    6          8.653E+03 -5.595E+03 -2.478E+03 -5.093E+03 -1.806E+03  4.801E+01
    7          4.415E+04  6.596E+03  2.550E+03 -5.229E+03  1.750E+03 -3.551E+01
    8          4.403E+04  6.509E+03  2.489E+03 -5.345E+03 -1.818E+03  1.792E+02
 
 STRESS of ELEMENT :   43
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          6.176E+04 -3.744E+03 -2.832E+03 -1.586E+04  1.901E+03 -3.017E+02
    2          6.197E+04 -3.517E+03 -2.700E+03 -1.578E+04 -1.734E+03  1.300E+01
    3          9.795E+04  8.651E+03  2.292E+03 -1.644E+04  1.948E+03 -4.068E+02
    4          9.822E+04  8.899E+03  2.446E+03 -1.637E+04 -1.687E+03  2.395E+01
    5          6.135E+04 -5.316E+03 -2.607E+03 -3.960E+03  1.771E+03 -2.604E+02
    6          6.156E+04 -5.115E+03 -2.485E+03 -3.864E+03 -1.748E+03  5.431E+01
    7          9.772E+04  7.253E+03  2.923E+03 -4.544E+03  1.811E+03 -3.510E+02
    8          9.797E+04  7.476E+03  3.067E+03 -4.456E+03 -1.709E+03  7.969E+01
 
 STRESS of ELEMENT :   44
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          6.197E+04 -3.517E+03 -2.700E+03 -1.578E+04  1.734E+03 -1.300E+01
    2          6.176E+04 -3.744E+03 -2.832E+03 -1.586E+04 -1.901E+03  3.017E+02
    3          9.822E+04  8.899E+03  2.446E+03 -1.637E+04  1.687E+03 -2.395E+01
    4          9.795E+04  8.651E+03  2.292E+03 -1.644E+04 -1.948E+03  4.068E+02
    5          6.156E+04 -5.115E+03 -2.485E+03 -3.864E+03  1.748E+03 -5.431E+01
    6          6.135E+04 -5.316E+03 -2.607E+03 -3.960E+03 -1.771E+03  2.604E+02
    7          9.797E+04  7.476E+03  3.067E+03 -4.456E+03  1.709E+03 -7.969E+01
    8          9.772E+04  7.253E+03  2.923E+03 -4.544E+03 -1.811E+03  3.510E+02
 
 STRESS of ELEMENT :   45
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          1.139E+05 -5.998E+03 -4.134E+03 -1.270E+04  1.839E+03 -5.033E+02
    2          1.142E+05 -5.749E+03 -3.966E+03 -1.264E+04 -1.693E+03  2.382E+01
    3          1.489E+05  5.985E+03  7.850E+02 -1.272E+04  1.879E+03 -6.618E+02
    4          1.494E+05  6.279E+03  9.987E+02 -1.268E+04 -1.653E+03  1.252E+01
    5          1.147E+05 -5.282E+03 -2.321E+03 -1.178E+03  1.652E+03 -4.312E+02
    6          1.150E+05 -5.075E+03 -2.171E+03 -1.092E+03 -1.733E+03  9.589E+01
    7          1.499E+05  6.921E+03  3.113E+03 -1.200E+03  1.680E+03 -5.596E+02
    8          1.503E+05  7.174E+03  3.309E+03 -1.125E+03 -1.704E+03  1.147E+02
 
 STRESS of ELEMENT :   46
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          1.142E+05 -5.749E+03 -3.966E+03 -1.264E+04  1.693E+03 -2.382E+01
    2          1.139E+05 -5.998E+03 -4.134E+03 -1.270E+04 -1.839E+03  5.033E+02
    3          1.494E+05  6.279E+03  9.987E+02 -1.268E+04  1.653E+03 -1.252E+01
    4          1.489E+05  5.985E+03  7.850E+02 -1.272E+04 -1.879E+03  6.618E+02
    5          1.150E+05 -5.075E+03 -2.171E+03 -1.092E+03  1.733E+03 -9.589E+01
    6          1.147E+05 -5.282E+03 -2.321E+03 -1.178E+03 -1.652E+03  4.312E+02
    7          1.503E+05  7.174E+03  3.309E+03 -1.125E+03  1.704E+03 -1.147E+02
    8          1.499E+05  6.921E+03  3.113E+03 -1.200E+03 -1.680E+03  5.596E+02
 
 STRESS of ELEMENT :   47
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          1.652E+05 -4.845E+03 -4.017E+03 -7.202E+03  1.397E+03 -6.532E+02
    2          1.652E+05 -5.608E+03 -4.269E+03 -7.051E+03 -1.839E+03  4.299E+01
    3          1.972E+05  6.095E+03  4.503E+02 -7.449E+03  1.142E+03 -4.711E+02
    4          1.969E+05  5.224E+03  8.903E+01 -7.049E+03 -2.094E+03  1.375E+02
    5          1.659E+05 -4.665E+03 -1.951E+03  3.328E+03  1.606E+03 -5.665E+02
    6          1.662E+05 -4.558E+03 -1.830E+03  3.407E+03 -1.718E+03  1.297E+02
    7          1.978E+05  6.144E+03  2.210E+03  3.081E+03  1.599E+03 -4.570E+02
    8          1.978E+05  6.142E+03  2.222E+03  3.409E+03 -1.725E+03  1.517E+02
 
 STRESS of ELEMENT :   48
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          1.652E+05 -5.608E+03 -4.269E+03 -7.051E+03  1.839E+03 -4.299E+01
    2          1.652E+05 -4.845E+03 -4.017E+03 -7.202E+03 -1.397E+03  6.532E+02
    3          1.969E+05  5.224E+03  8.903E+01 -7.049E+03  2.094E+03 -1.375E+02
    4          1.972E+05  6.095E+03  4.503E+02 -7.449E+03 -1.142E+03  4.711E+02
    5          1.662E+05 -4.558E+03 -1.830E+03  3.407E+03  1.718E+03 -1.297E+02
    6          1.659E+05 -4.665E+03 -1.951E+03  3.328E+03 -1.606E+03  5.665E+02
    7          1.978E+05  6.142E+03  2.222E+03  3.409E+03  1.725E+03 -1.517E+02
    8          1.978E+05  6.144E+03  2.210E+03  3.081E+03 -1.599E+03  4.570E+02
 
 STRESS of ELEMENT :   49
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.932E+05 -4.552E+03 -1.205E+03 -7.271E+03  1.755E+03  4.588E+01
    2         -1.930E+05 -4.667E+03 -1.195E+03 -7.350E+03 -1.607E+03 -2.472E+02
    3         -1.604E+05  6.600E+03  3.224E+03 -7.618E+03  1.693E+03  3.897E+01
    4         -1.602E+05  6.523E+03  3.272E+03 -7.636E+03 -1.669E+03 -2.690E+02
    5         -1.941E+05 -6.207E+03 -2.752E+03  3.525E+03  1.724E+03  1.144E+02
    6         -1.939E+05 -6.111E+03 -2.652E+03  3.473E+03 -1.652E+03 -1.787E+02
    7         -1.614E+05  4.923E+03  1.625E+03  3.178E+03  1.722E+03  1.335E+02
    8         -1.611E+05  5.058E+03  1.764E+03  3.186E+03 -1.654E+03 -1.745E+02
 
 STRESS of ELEMENT :   50
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.930E+05 -4.667E+03 -1.195E+03 -7.350E+03  1.607E+03  2.472E+02
    2         -1.932E+05 -4.552E+03 -1.205E+03 -7.271E+03 -1.755E+03 -4.588E+01
    3         -1.602E+05  6.523E+03  3.272E+03 -7.636E+03  1.669E+03  2.690E+02
    4         -1.604E+05  6.600E+03  3.224E+03 -7.618E+03 -1.693E+03 -3.897E+01
    5         -1.939E+05 -6.111E+03 -2.652E+03  3.473E+03  1.652E+03  1.787E+02
    6         -1.941E+05 -6.207E+03 -2.752E+03  3.525E+03 -1.724E+03 -1.144E+02
    7         -1.611E+05  5.058E+03  1.764E+03  3.186E+03  1.654E+03  1.745E+02
    8         -1.614E+05  4.923E+03  1.625E+03  3.178E+03 -1.722E+03 -1.335E+02
 
 STRESS of ELEMENT :   51
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.446E+05 -5.141E+03 -1.926E+03 -1.196E+04  1.609E+03  5.088E+01
    2         -1.443E+05 -5.071E+03 -1.818E+03 -1.186E+04 -1.713E+03 -2.539E+02
    3         -1.107E+05  6.536E+03  3.106E+03 -1.215E+04  1.590E+03  9.033E+01
    4         -1.106E+05  6.555E+03  3.164E+03 -1.203E+04 -1.733E+03 -1.911E+02
    5         -1.454E+05 -6.259E+03 -3.276E+03 -8.581E+02  1.613E+03  1.424E+02
    6         -1.451E+05 -6.143E+03 -3.148E+03 -7.845E+02 -1.686E+03 -1.623E+02
    7         -1.115E+05  5.453E+03  1.838E+03 -1.047E+03  1.607E+03  1.480E+02
    8         -1.113E+05  5.518E+03  1.915E+03 -9.603E+02 -1.692E+03 -1.334E+02
 
 STRESS of ELEMENT :   52
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.443E+05 -5.071E+03 -1.818E+03 -1.186E+04  1.713E+03  2.539E+02
    2         -1.446E+05 -5.141E+03 -1.926E+03 -1.196E+04 -1.609E+03 -5.088E+01
    3         -1.106E+05  6.555E+03  3.164E+03 -1.203E+04  1.733E+03  1.911E+02
    4         -1.107E+05  6.536E+03  3.106E+03 -1.215E+04 -1.590E+03 -9.033E+01
    5         -1.451E+05 -6.143E+03 -3.148E+03 -7.845E+02  1.686E+03  1.623E+02
    6         -1.454E+05 -6.259E+03 -3.276E+03 -8.581E+02 -1.613E+03 -1.424E+02
    7         -1.113E+05  5.518E+03  1.915E+03 -9.603E+02  1.692E+03  1.334E+02
    8         -1.115E+05  5.453E+03  1.838E+03 -1.047E+03 -1.607E+03 -1.480E+02
 
 STRESS of ELEMENT :   53
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -9.453E+04 -5.565E+03 -2.102E+03 -1.560E+04  1.742E+03  9.102E+01
    2         -9.443E+04 -5.618E+03 -2.089E+03 -1.547E+04 -1.706E+03 -1.531E+02
    3         -5.984E+04  6.348E+03  2.915E+03 -1.567E+04  1.709E+03  5.348E+01
    4         -5.977E+04  6.281E+03  2.914E+03 -1.553E+04 -1.739E+03 -1.121E+02
    5         -9.501E+04 -6.194E+03 -3.069E+03 -4.206E+03  1.693E+03  1.329E+02
    6         -9.490E+04 -6.208E+03 -3.039E+03 -4.087E+03 -1.676E+03 -1.113E+02
    7         -6.020E+04  5.837E+03  2.222E+03 -4.281E+03  1.671E+03  8.598E+01
    8         -6.012E+04  5.809E+03  2.238E+03 -4.151E+03 -1.698E+03 -7.962E+01
 
 STRESS of ELEMENT :   54
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -9.443E+04 -5.618E+03 -2.089E+03 -1.547E+04  1.706E+03  1.531E+02
    2         -9.453E+04 -5.565E+03 -2.102E+03 -1.560E+04 -1.742E+03 -9.102E+01
    3         -5.977E+04  6.281E+03  2.914E+03 -1.553E+04  1.739E+03  1.121E+02
    4         -5.984E+04  6.348E+03  2.915E+03 -1.567E+04 -1.709E+03 -5.348E+01
    5         -9.490E+04 -6.208E+03 -3.039E+03 -4.087E+03  1.676E+03  1.113E+02
    6         -9.501E+04 -6.194E+03 -3.069E+03 -4.206E+03 -1.693E+03 -1.329E+02
    7         -6.012E+04  5.809E+03  2.238E+03 -4.151E+03  1.698E+03  7.962E+01
    8         -6.020E+04  5.837E+03  2.222E+03 -4.281E+03 -1.671E+03 -8.598E+01
 
 STRESS of ELEMENT :   55
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -4.339E+04 -6.049E+03 -2.465E+03 -1.744E+04  1.739E+03  3.134E+01
    2         -4.332E+04 -6.050E+03 -2.445E+03 -1.728E+04 -1.742E+03 -7.659E+01
    3         -8.371E+03  5.974E+03  2.594E+03 -1.742E+04  1.729E+03  8.399E+00
    4         -8.364E+03  5.948E+03  2.589E+03 -1.726E+04 -1.752E+03 -2.052E+01
    5         -4.352E+04 -6.140E+03 -2.812E+03 -5.942E+03  1.706E+03  5.428E+01
    6         -4.345E+04 -6.135E+03 -2.791E+03 -5.799E+03 -1.697E+03 -5.366E+01
    7         -8.384E+03  6.002E+03  2.524E+03 -5.921E+03  1.697E+03  1.454E+01
    8         -8.375E+03  5.981E+03  2.520E+03 -5.777E+03 -1.706E+03 -1.438E+01
 
 STRESS of ELEMENT :   56
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -4.332E+04 -6.050E+03 -2.445E+03 -1.728E+04  1.742E+03  7.659E+01
    2         -4.339E+04 -6.049E+03 -2.465E+03 -1.744E+04 -1.739E+03 -3.134E+01
    3         -8.364E+03  5.948E+03  2.589E+03 -1.726E+04  1.752E+03  2.052E+01
    4         -8.371E+03  5.974E+03  2.594E+03 -1.742E+04 -1.729E+03 -8.399E+00
    5         -4.345E+04 -6.135E+03 -2.791E+03 -5.799E+03  1.697E+03  5.366E+01
    6         -4.352E+04 -6.140E+03 -2.812E+03 -5.942E+03 -1.706E+03 -5.428E+01
    7         -8.375E+03  5.981E+03  2.520E+03 -5.777E+03  1.706E+03  1.438E+01
    8         -8.384E+03  6.002E+03  2.524E+03 -5.921E+03 -1.697E+03 -1.454E+01
 
 STRESS of ELEMENT :   57
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          8.371E+03 -5.974E+03 -2.594E+03 -1.742E+04  1.729E+03 -8.399E+00
    2          8.364E+03 -5.948E+03 -2.589E+03 -1.726E+04 -1.752E+03  2.052E+01
    3          4.339E+04  6.049E+03  2.465E+03 -1.744E+04  1.739E+03 -3.134E+01
    4          4.332E+04  6.050E+03  2.445E+03 -1.728E+04 -1.742E+03  7.659E+01
    5          8.384E+03 -6.002E+03 -2.524E+03 -5.921E+03  1.697E+03 -1.454E+01
    6          8.375E+03 -5.981E+03 -2.520E+03 -5.777E+03 -1.706E+03  1.438E+01
    7          4.352E+04  6.140E+03  2.812E+03 -5.942E+03  1.706E+03 -5.428E+01
    8          4.345E+04  6.135E+03  2.791E+03 -5.799E+03 -1.697E+03  5.366E+01
 
 STRESS of ELEMENT :   58
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          8.364E+03 -5.948E+03 -2.589E+03 -1.726E+04  1.752E+03 -2.052E+01
    2          8.371E+03 -5.974E+03 -2.594E+03 -1.742E+04 -1.729E+03  8.399E+00
    3          4.332E+04  6.050E+03  2.445E+03 -1.728E+04  1.742E+03 -7.659E+01
    4          4.339E+04  6.049E+03  2.465E+03 -1.744E+04 -1.739E+03  3.134E+01
    5          8.375E+03 -5.981E+03 -2.520E+03 -5.777E+03  1.706E+03 -1.438E+01
    6          8.384E+03 -6.002E+03 -2.524E+03 -5.921E+03 -1.697E+03  1.454E+01
    7          4.345E+04  6.135E+03  2.791E+03 -5.799E+03  1.697E+03 -5.366E+01
    8          4.352E+04  6.140E+03  2.812E+03 -5.942E+03 -1.706E+03  5.428E+01
 
 STRESS of ELEMENT :   59
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          5.984E+04 -6.348E+03 -2.915E+03 -1.567E+04  1.709E+03 -5.348E+01
    2          5.977E+04 -6.281E+03 -2.914E+03 -1.553E+04 -1.739E+03  1.121E+02
    3          9.453E+04  5.565E+03  2.102E+03 -1.560E+04  1.742E+03 -9.102E+01
    4          9.443E+04  5.618E+03  2.089E+03 -1.547E+04 -1.706E+03  1.531E+02
    5          6.020E+04 -5.837E+03 -2.222E+03 -4.281E+03  1.671E+03 -8.598E+01
    6          6.012E+04 -5.809E+03 -2.238E+03 -4.151E+03 -1.698E+03  7.962E+01
    7          9.501E+04  6.194E+03  3.069E+03 -4.206E+03  1.693E+03 -1.329E+02
    8          9.490E+04  6.208E+03  3.039E+03 -4.087E+03 -1.676E+03  1.113E+02
 
 STRESS of ELEMENT :   60
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          5.977E+04 -6.281E+03 -2.914E+03 -1.553E+04  1.739E+03 -1.121E+02
    2          5.984E+04 -6.348E+03 -2.915E+03 -1.567E+04 -1.709E+03  5.348E+01
    3          9.443E+04  5.618E+03  2.089E+03 -1.547E+04  1.706E+03 -1.531E+02
    4          9.453E+04  5.565E+03  2.102E+03 -1.560E+04 -1.742E+03  9.102E+01
    5          6.012E+04 -5.809E+03 -2.238E+03 -4.151E+03  1.698E+03 -7.962E+01
    6          6.020E+04 -5.837E+03 -2.222E+03 -4.281E+03 -1.671E+03  8.598E+01
    7          9.490E+04  6.208E+03  3.039E+03 -4.087E+03  1.676E+03 -1.113E+02
    8          9.501E+04  6.194E+03  3.069E+03 -4.206E+03 -1.693E+03  1.329E+02
 
 STRESS of ELEMENT :   61
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          1.107E+05 -6.536E+03 -3.106E+03 -1.215E+04  1.590E+03 -9.033E+01
    2          1.106E+05 -6.555E+03 -3.164E+03 -1.203E+04 -1.733E+03  1.911E+02
    3          1.446E+05  5.141E+03  1.926E+03 -1.196E+04  1.609E+03 -5.088E+01
    4          1.443E+05  5.071E+03  1.818E+03 -1.186E+04 -1.713E+03  2.539E+02
    5          1.115E+05 -5.453E+03 -1.838E+03 -1.047E+03  1.607E+03 -1.480E+02
    6          1.113E+05 -5.518E+03 -1.915E+03 -9.603E+02 -1.692E+03  1.334E+02
    7          1.454E+05  6.259E+03  3.276E+03 -8.581E+02  1.613E+03 -1.424E+02
    8          1.451E+05  6.143E+03  3.148E+03 -7.845E+02 -1.686E+03  1.623E+02
 
 STRESS of ELEMENT :   62
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          1.106E+05 -6.555E+03 -3.164E+03 -1.203E+04  1.733E+03 -1.911E+02
    2          1.107E+05 -6.536E+03 -3.106E+03 -1.215E+04 -1.590E+03  9.033E+01
    3          1.443E+05  5.071E+03  1.818E+03 -1.186E+04  1.713E+03 -2.539E+02
    4          1.446E+05  5.141E+03  1.926E+03 -1.196E+04 -1.609E+03  5.088E+01
    5          1.113E+05 -5.518E+03 -1.915E+03 -9.603E+02  1.692E+03 -1.334E+02
    6          1.115E+05 -5.453E+03 -1.838E+03 -1.047E+03 -1.607E+03  1.480E+02
    7          1.451E+05  6.143E+03  3.148E+03 -7.845E+02  1.686E+03 -1.623E+02
    8          1.454E+05  6.259E+03  3.276E+03 -8.581E+02 -1.613E+03  1.424E+02
 
 STRESS of ELEMENT :   63
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          1.604E+05 -6.600E+03 -3.224E+03 -7.618E+03  1.693E+03 -3.897E+01
    2          1.602E+05 -6.523E+03 -3.272E+03 -7.636E+03 -1.669E+03  2.690E+02
    3          1.932E+05  4.552E+03  1.205E+03 -7.271E+03  1.755E+03 -4.588E+01
    4          1.930E+05  4.667E+03  1.195E+03 -7.350E+03 -1.607E+03  2.472E+02
    5          1.614E+05 -4.923E+03 -1.625E+03  3.178E+03  1.722E+03 -1.335E+02
    6          1.611E+05 -5.058E+03 -1.764E+03  3.186E+03 -1.654E+03  1.745E+02
    7          1.941E+05  6.207E+03  2.752E+03  3.525E+03  1.724E+03 -1.144E+02
    8          1.939E+05  6.111E+03  2.652E+03  3.473E+03 -1.652E+03  1.787E+02
 
 STRESS of ELEMENT :   64
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          1.602E+05 -6.523E+03 -3.272E+03 -7.636E+03  1.669E+03 -2.690E+02
    2          1.604E+05 -6.600E+03 -3.224E+03 -7.618E+03 -1.693E+03  3.897E+01
    3          1.930E+05  4.667E+03  1.195E+03 -7.350E+03  1.607E+03 -2.472E+02
    4          1.932E+05  4.552E+03  1.205E+03 -7.271E+03 -1.755E+03  4.588E+01
    5          1.611E+05 -5.058E+03 -1.764E+03  3.186E+03  1.654E+03 -1.745E+02
    6          1.614E+05 -4.923E+03 -1.625E+03  3.178E+03 -1.722E+03  1.335E+02
    7          1.939E+05  6.111E+03  2.652E+03  3.473E+03  1.652E+03 -1.787E+02
    8          1.941E+05  6.207E+03  2.752E+03  3.525E+03 -1.724E+03  1.144E+02
 
 STRESS of ELEMENT :   65
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.887E+05 -4.761E+03 -1.256E+03 -7.591E+03  1.710E+03  1.464E+02
    2         -1.887E+05 -4.685E+03 -1.222E+03 -7.565E+03 -1.666E+03 -1.514E+02
