 EQUATION NUMBER
 ---------------------
     node   dof    eqn
    1          3.463E+04 -3.823E+03 -1.797E+03 -1.304E+04  1.010E+03 -5.629E+01
    2          3.463E+04 -3.826E+03 -1.799E+03 -1.294E+04 -1.013E+03  5.623E+01
    3          5.490E+04  3.130E+03  1.110E+03 -1.290E+04  1.009E+03 -8.323E+01
    4          5.490E+04  3.126E+03  1.109E+03 -1.280E+04 -1.013E+03  8.287E+01
    5          3.501E+04 -3.166E+03 -1.195E+03 -6.379E+03  9.832E+02 -5.629E+01
    6          3.501E+04 -3.170E+03 -1.196E+03 -6.286E+03 -9.857E+02  5.623E+01
    7          5.536E+04  3.866E+03  1.900E+03 -6.240E+03  9.823E+02 -8.323E+01
    8          5.535E+04  3.863E+03  1.899E+03 -6.147E+03 -9.866E+02  8.287E+01
 
 STRESS of ELEMENT :  300
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          3.463E+04 -3.826E+03 -1.799E+03 -1.294E+04  1.013E+03 -5.623E+01
    2          3.463E+04 -3.823E+03 -1.797E+03 -1.304E+04 -1.010E+03  5.629E+01
    3          5.490E+04  3.126E+03  1.109E+03 -1.280E+04  1.013E+03 -8.287E+01
    4          5.490E+04  3.130E+03  1.110E+03 -1.290E+04 -1.009E+03  8.323E+01
    5          3.501E+04 -3.170E+03 -1.196E+03 -6.286E+03  9.857E+02 -5.623E+01
    6          3.501E+04 -3.166E+03 -1.195E+03 -6.379E+03 -9.832E+02  5.629E+01
    7          5.535E+04  3.863E+03  1.899E+03 -6.147E+03  9.866E+02 -8.287E+01
    8          5.536E+04  3.866E+03  1.900E+03 -6.240E+03 -9.823E+02  8.323E+01
 
 STRESS of ELEMENT :  301
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          6.449E+04 -4.027E+03 -2.007E+03 -1.030E+04  9.987E+02 -1.020E+02
    2          6.446E+04 -4.090E+03 -2.034E+03 -1.020E+04 -1.021E+03  1.033E+02
    3          8.476E+04  2.929E+03  9.087E+02 -1.006E+04  9.808E+02 -1.262E+02
    4          8.473E+04  2.866E+03  8.819E+02 -9.967E+03 -1.039E+03  1.326E+02
    5          6.514E+04 -2.907E+03 -9.408E+02 -3.638E+03  9.722E+02 -1.020E+02
    6          6.512E+04 -2.968E+03 -9.669E+02 -3.542E+03 -9.942E+02  1.033E+02
    7          8.549E+04  4.129E+03  2.163E+03 -3.406E+03  9.548E+02 -1.262E+02
    8          8.547E+04  4.068E+03  2.137E+03 -3.310E+03 -1.012E+03  1.326E+02
 
 STRESS of ELEMENT :  302
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          6.446E+04 -4.090E+03 -2.034E+03 -1.020E+04  1.021E+03 -1.033E+02
    2          6.449E+04 -4.027E+03 -2.007E+03 -1.030E+04 -9.987E+02  1.020E+02
    3          8.473E+04  2.866E+03  8.819E+02 -9.967E+03  1.039E+03 -1.326E+02
    4          8.476E+04  2.929E+03  9.087E+02 -1.006E+04 -9.808E+02  1.262E+02
    5          6.512E+04 -2.968E+03 -9.669E+02 -3.542E+03  9.942E+02 -1.033E+02
    6          6.514E+04 -2.907E+03 -9.408E+02 -3.638E+03 -9.722E+02  1.020E+02
    7          8.547E+04  4.068E+03  2.137E+03 -3.310E+03  1.012E+03 -1.326E+02
    8          8.549E+04  4.129E+03  2.163E+03 -3.406E+03 -9.548E+02  1.262E+02
 
 STRESS of ELEMENT :  303
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          9.433E+04 -4.199E+03 -2.281E+03 -6.147E+03  1.082E+03 -1.533E+02
    2          9.431E+04 -4.258E+03 -2.306E+03 -6.073E+03 -1.021E+03  1.455E+02
    3          1.145E+05  2.632E+03  3.447E+02 -5.823E+03  1.065E+03 -2.031E+02
    4          1.145E+05  2.574E+03  3.196E+02 -5.749E+03 -1.038E+03  1.514E+02
    5          9.527E+04 -2.616E+03 -7.484E+02  5.102E+02  1.053E+03 -1.533E+02
    6          9.524E+04 -2.673E+03 -7.729E+02  5.840E+02 -9.944E+02  1.455E+02
    7          1.155E+05  4.299E+03  2.072E+03  8.345E+02  1.037E+03 -2.031E+02
    8          1.155E+05  4.242E+03  2.048E+03  9.087E+02 -1.011E+03  1.514E+02
 
 STRESS of ELEMENT :  304
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          9.431E+04 -4.258E+03 -2.306E+03 -6.073E+03  1.021E+03 -1.455E+02
    2          9.433E+04 -4.199E+03 -2.281E+03 -6.147E+03 -1.082E+03  1.533E+02
    3          1.145E+05  2.574E+03  3.196E+02 -5.749E+03  1.038E+03 -1.514E+02
    4          1.145E+05  2.632E+03  3.447E+02 -5.823E+03 -1.065E+03  2.031E+02
    5          9.524E+04 -2.673E+03 -7.729E+02  5.840E+02  9.944E+02 -1.455E+02
    6          9.527E+04 -2.616E+03 -7.484E+02  5.102E+02 -1.053E+03  1.533E+02
    7          1.155E+05  4.242E+03  2.048E+03  9.087E+02  1.011E+03 -1.514E+02
    8          1.155E+05  4.299E+03  2.072E+03  8.345E+02 -1.037E+03  2.031E+02
 
 STRESS of ELEMENT :  305
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.091E+05 -2.471E+03 -2.885E+02 -5.668E+03  1.016E+03  2.031E+02
    2         -1.091E+05 -2.415E+03 -2.645E+02 -5.594E+03 -9.905E+02 -1.514E+02
    3         -8.993E+04  4.041E+03  2.210E+03 -5.992E+03  1.032E+03  1.533E+02
    4         -8.990E+04  4.097E+03  2.234E+03 -5.919E+03 -9.746E+02 -1.455E+02
    5         -1.102E+05 -4.138E+03 -2.016E+03  6.796E+02  9.878E+02  2.031E+02
    6         -1.101E+05 -4.083E+03 -1.992E+03  7.539E+02 -9.630E+02 -1.514E+02
    7         -9.086E+04  2.458E+03  6.780E+02  3.554E+02  1.003E+03  1.533E+02
    8         -9.084E+04  2.512E+03  7.013E+02  4.292E+02 -9.475E+02 -1.455E+02
 
 STRESS of ELEMENT :  306
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.091E+05 -2.415E+03 -2.645E+02 -5.594E+03  9.905E+02  1.514E+02
    2         -1.091E+05 -2.471E+03 -2.885E+02 -5.668E+03 -1.016E+03 -2.031E+02
    3         -8.990E+04  4.097E+03  2.234E+03 -5.919E+03  9.746E+02  1.455E+02
    4         -8.993E+04  4.041E+03  2.210E+03 -5.992E+03 -1.032E+03 -1.533E+02
    5         -1.101E+05 -4.083E+03 -1.992E+03  7.539E+02  9.630E+02  1.514E+02
    6         -1.102E+05 -4.138E+03 -2.016E+03  6.796E+02 -9.878E+02 -2.031E+02
    7         -9.084E+04  2.512E+03  7.013E+02  4.292E+02  9.475E+02  1.455E+02
    8         -9.086E+04  2.458E+03  6.780E+02  3.554E+02 -1.003E+03 -1.533E+02
 
 STRESS of ELEMENT :  307
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -8.080E+04 -2.765E+03 -8.373E+02 -9.908E+03  9.358E+02  1.262E+02
    2         -8.077E+04 -2.705E+03 -8.117E+02 -9.812E+03 -9.915E+02 -1.326E+02
    3         -6.147E+04  3.866E+03  1.939E+03 -1.014E+04  9.529E+02  1.020E+02
    4         -6.145E+04  3.926E+03  1.965E+03 -1.004E+04 -9.744E+02 -1.033E+02
    5         -8.154E+04 -3.965E+03 -2.091E+03 -3.560E+03  9.098E+02  1.262E+02
    6         -8.151E+04 -3.907E+03 -2.066E+03 -3.465E+03 -9.640E+02 -1.326E+02
    7         -6.213E+04  2.746E+03  8.722E+02 -3.793E+03  9.264E+02  1.020E+02
    8         -6.210E+04  2.804E+03  8.971E+02 -3.697E+03 -9.474E+02 -1.033E+02
 
 STRESS of ELEMENT :  308
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -8.077E+04 -2.705E+03 -8.117E+02 -9.812E+03  9.915E+02  1.326E+02
    2         -8.080E+04 -2.765E+03 -8.373E+02 -9.908E+03 -9.358E+02 -1.262E+02
    3         -6.145E+04  3.926E+03  1.965E+03 -1.004E+04  9.744E+02  1.033E+02
    4         -6.147E+04  3.866E+03  1.939E+03 -1.014E+04 -9.529E+02 -1.020E+02
    5         -8.151E+04 -3.907E+03 -2.066E+03 -3.465E+03  9.640E+02  1.326E+02
    6         -8.154E+04 -3.965E+03 -2.091E+03 -3.560E+03 -9.098E+02 -1.262E+02
    7         -6.210E+04  2.804E+03  8.971E+02 -3.697E+03  9.474E+02  1.033E+02
    8         -6.213E+04  2.746E+03  8.722E+02 -3.793E+03 -9.264E+02 -1.020E+02
 
 STRESS of ELEMENT :  309
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -5.233E+04 -2.967E+03 -1.040E+03 -1.274E+04  9.627E+02  8.323E+01
    2         -5.233E+04 -2.964E+03 -1.039E+03 -1.265E+04 -9.670E+02 -8.287E+01
    3         -3.301E+04  3.660E+03  1.728E+03 -1.288E+04  9.636E+02  5.629E+01
    4         -3.301E+04  3.664E+03  1.729E+03 -1.279E+04 -9.661E+02 -5.623E+01
    5         -5.279E+04 -3.704E+03 -1.830E+03 -6.394E+03  9.360E+02  8.323E+01
    6         -5.279E+04 -3.701E+03 -1.829E+03 -6.302E+03 -9.401E+02 -8.287E+01
    7         -3.339E+04  3.004E+03  1.125E+03 -6.534E+03  9.369E+02  5.629E+01
    8         -3.339E+04  3.007E+03  1.126E+03 -6.441E+03 -9.392E+02 -5.623E+01
 
 STRESS of ELEMENT :  310
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -5.233E+04 -2.964E+03 -1.039E+03 -1.265E+04  9.670E+02  8.287E+01
    2         -5.233E+04 -2.967E+03 -1.040E+03 -1.274E+04 -9.627E+02 -8.323E+01
    3         -3.301E+04  3.664E+03  1.729E+03 -1.279E+04  9.661E+02  5.623E+01
    4         -3.301E+04  3.660E+03  1.728E+03 -1.288E+04 -9.636E+02 -5.629E+01
    5         -5.279E+04 -3.701E+03 -1.829E+03 -6.302E+03  9.401E+02  8.287E+01
    6         -5.279E+04 -3.704E+03 -1.830E+03 -6.394E+03 -9.360E+02 -8.323E+01
    7         -3.339E+04  3.007E+03  1.126E+03 -6.441E+03  9.392E+02  5.623E+01
    8         -3.339E+04  3.004E+03  1.125E+03 -6.534E+03 -9.369E+02 -5.629E+01
 
 STRESS of ELEMENT :  311
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -2.388E+04 -3.196E+03 -1.265E+03 -1.418E+04  9.659E+02  3.661E+01
    2         -2.388E+04 -3.197E+03 -1.265E+03 -1.409E+04 -9.653E+02 -3.665E+01
    3         -4.563E+03  3.429E+03  1.498E+03 -1.423E+04  9.657E+02  9.810E+00
    4         -4.563E+03  3.428E+03  1.497E+03 -1.414E+04 -9.654E+02 -9.821E+00
    5         -2.406E+04 -3.469E+03 -1.591E+03 -7.835E+03  9.391E+02  3.661E+01
    6         -2.406E+04 -3.469E+03 -1.592E+03 -7.743E+03 -9.384E+02 -3.665E+01
    7         -4.662E+03  3.237E+03  1.359E+03 -7.882E+03  9.389E+02  9.810E+00
    8         -4.662E+03  3.236E+03  1.359E+03 -7.789E+03 -9.386E+02 -9.821E+00
 
 STRESS of ELEMENT :  312
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -2.388E+04 -3.197E+03 -1.265E+03 -1.409E+04  9.653E+02  3.665E+01
    2         -2.388E+04 -3.196E+03 -1.265E+03 -1.418E+04 -9.659E+02 -3.661E+01
    3         -4.563E+03  3.428E+03  1.497E+03 -1.414E+04  9.654E+02  9.821E+00
    4         -4.563E+03  3.429E+03  1.498E+03 -1.423E+04 -9.657E+02 -9.810E+00
    5         -2.406E+04 -3.469E+03 -1.592E+03 -7.743E+03  9.384E+02  3.665E+01
    6         -2.406E+04 -3.469E+03 -1.591E+03 -7.835E+03 -9.391E+02 -3.661E+01
    7         -4.662E+03  3.236E+03  1.359E+03 -7.789E+03  9.386E+02  9.821E+00
    8         -4.662E+03  3.237E+03  1.359E+03 -7.882E+03 -9.389E+02 -9.810E+00
 
 STRESS of ELEMENT :  313
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          4.563E+03 -3.429E+03 -1.498E+03 -1.423E+04  9.657E+02 -9.810E+00
    2          4.563E+03 -3.428E+03 -1.497E+03 -1.414E+04 -9.654E+02  9.821E+00
    3          2.388E+04  3.196E+03  1.265E+03 -1.418E+04  9.659E+02 -3.661E+01
    4          2.388E+04  3.197E+03  1.265E+03 -1.409E+04 -9.653E+02  3.665E+01
    5          4.662E+03 -3.237E+03 -1.359E+03 -7.882E+03  9.389E+02 -9.810E+00
    6          4.662E+03 -3.236E+03 -1.359E+03 -7.789E+03 -9.386E+02  9.821E+00
    7          2.406E+04  3.469E+03  1.591E+03 -7.835E+03  9.391E+02 -3.661E+01
    8          2.406E+04  3.469E+03  1.592E+03 -7.743E+03 -9.384E+02  3.665E+01
 
 STRESS of ELEMENT :  314
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          4.563E+03 -3.428E+03 -1.497E+03 -1.414E+04  9.654E+02 -9.821E+00
    2          4.563E+03 -3.429E+03 -1.498E+03 -1.423E+04 -9.657E+02  9.810E+00
    3          2.388E+04  3.197E+03  1.265E+03 -1.409E+04  9.653E+02 -3.665E+01
    4          2.388E+04  3.196E+03  1.265E+03 -1.418E+04 -9.659E+02  3.661E+01
    5          4.662E+03 -3.236E+03 -1.359E+03 -7.789E+03  9.386E+02 -9.821E+00
    6          4.662E+03 -3.237E+03 -1.359E+03 -7.882E+03 -9.389E+02  9.810E+00
    7          2.406E+04  3.469E+03  1.592E+03 -7.743E+03  9.384E+02 -3.665E+01
    8          2.406E+04  3.469E+03  1.591E+03 -7.835E+03 -9.391E+02  3.661E+01
 
 STRESS of ELEMENT :  315
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          3.301E+04 -3.660E+03 -1.728E+03 -1.288E+04  9.636E+02 -5.629E+01
    2          3.301E+04 -3.664E+03 -1.729E+03 -1.279E+04 -9.661E+02  5.623E+01
    3          5.233E+04  2.967E+03  1.040E+03 -1.274E+04  9.627E+02 -8.323E+01
    4          5.233E+04  2.964E+03  1.039E+03 -1.265E+04 -9.670E+02  8.287E+01
    5          3.339E+04 -3.004E+03 -1.125E+03 -6.534E+03  9.369E+02 -5.629E+01
    6          3.339E+04 -3.007E+03 -1.126E+03 -6.441E+03 -9.392E+02  5.623E+01
    7          5.279E+04  3.704E+03  1.830E+03 -6.394E+03  9.360E+02 -8.323E+01
    8          5.279E+04  3.701E+03  1.829E+03 -6.302E+03 -9.401E+02  8.287E+01
 
 STRESS of ELEMENT :  316
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          3.301E+04 -3.664E+03 -1.729E+03 -1.279E+04  9.661E+02 -5.623E+01
    2          3.301E+04 -3.660E+03 -1.728E+03 -1.288E+04 -9.636E+02  5.629E+01
    3          5.233E+04  2.964E+03  1.039E+03 -1.265E+04  9.670E+02 -8.287E+01
    4          5.233E+04  2.967E+03  1.040E+03 -1.274E+04 -9.627E+02  8.323E+01
    5          3.339E+04 -3.007E+03 -1.126E+03 -6.441E+03  9.392E+02 -5.623E+01
    6          3.339E+04 -3.004E+03 -1.125E+03 -6.534E+03 -9.369E+02  5.629E+01
    7          5.279E+04  3.701E+03  1.829E+03 -6.302E+03  9.401E+02 -8.287E+01
    8          5.279E+04  3.704E+03  1.830E+03 -6.394E+03 -9.360E+02  8.323E+01
 
 STRESS of ELEMENT :  317
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          6.147E+04 -3.866E+03 -1.939E+03 -1.014E+04  9.529E+02 -1.020E+02
    2          6.145E+04 -3.926E+03 -1.965E+03 -1.004E+04 -9.744E+02  1.033E+02
    3          8.080E+04  2.765E+03  8.373E+02 -9.908E+03  9.358E+02 -1.262E+02
    4          8.077E+04  2.705E+03  8.117E+02 -9.812E+03 -9.915E+02  1.326E+02
    5          6.213E+04 -2.746E+03 -8.722E+02 -3.793E+03  9.264E+02 -1.020E+02
    6          6.210E+04 -2.804E+03 -8.971E+02 -3.697E+03 -9.474E+02  1.033E+02
    7          8.154E+04  3.965E+03  2.091E+03 -3.560E+03  9.098E+02 -1.262E+02
    8          8.151E+04  3.907E+03  2.066E+03 -3.465E+03 -9.640E+02  1.326E+02
 
 STRESS of ELEMENT :  318
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          6.145E+04 -3.926E+03 -1.965E+03 -1.004E+04  9.744E+02 -1.033E+02
    2          6.147E+04 -3.866E+03 -1.939E+03 -1.014E+04 -9.529E+02  1.020E+02
    3          8.077E+04  2.705E+03  8.117E+02 -9.812E+03  9.915E+02 -1.326E+02
    4          8.080E+04  2.765E+03  8.373E+02 -9.908E+03 -9.358E+02  1.262E+02
    5          6.210E+04 -2.804E+03 -8.971E+02 -3.697E+03  9.474E+02 -1.033E+02
    6          6.213E+04 -2.746E+03 -8.722E+02 -3.793E+03 -9.264E+02  1.020E+02
    7          8.151E+04  3.907E+03  2.066E+03 -3.465E+03  9.640E+02 -1.326E+02
    8          8.154E+04  3.965E+03  2.091E+03 -3.560E+03 -9.098E+02  1.262E+02
 
 STRESS of ELEMENT :  319
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          8.993E+04 -4.041E+03 -2.210E+03 -5.992E+03  1.032E+03 -1.533E+02
    2          8.990E+04 -4.097E+03 -2.234E+03 -5.919E+03 -9.746E+02  1.455E+02
    3          1.091E+05  2.471E+03  2.885E+02 -5.668E+03  1.016E+03 -2.031E+02
    4          1.091E+05  2.415E+03  2.645E+02 -5.594E+03 -9.905E+02  1.514E+02
    5          9.086E+04 -2.458E+03 -6.780E+02  3.554E+02  1.003E+03 -1.533E+02
    6          9.084E+04 -2.512E+03 -7.013E+02  4.292E+02 -9.475E+02  1.455E+02
    7          1.102E+05  4.138E+03  2.016E+03  6.796E+02  9.878E+02 -2.031E+02
    8          1.101E+05  4.083E+03  1.992E+03  7.539E+02 -9.630E+02  1.514E+02
 
 STRESS of ELEMENT :  320
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          8.990E+04 -4.097E+03 -2.234E+03 -5.919E+03  9.746E+02 -1.455E+02
    2          8.993E+04 -4.041E+03 -2.210E+03 -5.992E+03 -1.032E+03  1.533E+02
    3          1.091E+05  2.415E+03  2.645E+02 -5.594E+03  9.905E+02 -1.514E+02
    4          1.091E+05  2.471E+03  2.885E+02 -5.668E+03 -1.016E+03  2.031E+02
    5          9.084E+04 -2.512E+03 -7.013E+02  4.292E+02  9.475E+02 -1.455E+02
    6          9.086E+04 -2.458E+03 -6.780E+02  3.554E+02 -1.003E+03  1.533E+02
    7          1.101E+05  4.083E+03  1.992E+03  7.539E+02  9.630E+02 -1.514E+02
    8          1.102E+05  4.138E+03  2.016E+03  6.796E+02 -9.878E+02  2.031E+02
 
 STRESS of ELEMENT :  321
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.038E+05 -2.310E+03 -2.323E+02 -5.513E+03  9.672E+02  2.031E+02
    2         -1.038E+05 -2.257E+03 -2.095E+02 -5.439E+03 -9.429E+02 -1.514E+02
    3         -8.552E+04  3.882E+03  2.140E+03 -5.838E+03  9.824E+02  1.533E+02
    4         -8.549E+04  3.936E+03  2.163E+03 -5.764E+03 -9.277E+02 -1.455E+02
    5         -1.048E+05 -3.977E+03 -1.960E+03  5.248E+02  9.390E+02  2.031E+02
    6         -1.048E+05 -3.925E+03 -1.937E+03  5.991E+02 -9.154E+02 -1.514E+02
    7         -8.645E+04  2.299E+03  6.076E+02  2.006E+02  9.537E+02  1.533E+02
    8         -8.643E+04  2.351E+03  6.297E+02  2.744E+02 -9.006E+02 -1.455E+02
 
 STRESS of ELEMENT :  322
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -1.038E+05 -2.257E+03 -2.095E+02 -5.439E+03  9.429E+02  1.514E+02
    2         -1.038E+05 -2.310E+03 -2.323E+02 -5.513E+03 -9.672E+02 -2.031E+02
    3         -8.549E+04  3.936E+03  2.163E+03 -5.764E+03  9.277E+02  1.455E+02
    4         -8.552E+04  3.882E+03  2.140E+03 -5.838E+03 -9.824E+02 -1.533E+02
    5         -1.048E+05 -3.925E+03 -1.937E+03  5.991E+02  9.154E+02  1.514E+02
    6         -1.048E+05 -3.977E+03 -1.960E+03  5.248E+02 -9.390E+02 -2.031E+02
    7         -8.643E+04  2.351E+03  6.297E+02  2.744E+02  9.006E+02  1.455E+02
    8         -8.645E+04  2.299E+03  6.076E+02  2.006E+02 -9.537E+02 -1.533E+02
 
 STRESS of ELEMENT :  323
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -7.684E+04 -2.601E+03 -7.659E+02 -9.754E+03  8.908E+02  1.262E+02
    2         -7.682E+04 -2.544E+03 -7.415E+02 -9.658E+03 -9.438E+02 -1.326E+02
    3         -5.846E+04  3.705E+03  1.870E+03 -9.986E+03  9.070E+02  1.020E+02
    4         -5.843E+04  3.762E+03  1.895E+03 -9.890E+03 -9.276E+02 -1.033E+02
    5         -7.758E+04 -3.801E+03 -2.020E+03 -3.715E+03  8.648E+02  1.262E+02
    6         -7.755E+04 -3.746E+03 -1.996E+03 -3.619E+03 -9.163E+02 -1.326E+02
    7         -5.911E+04  2.585E+03  8.037E+02 -3.947E+03  8.806E+02  1.020E+02
    8         -5.909E+04  2.640E+03  8.273E+02 -3.852E+03 -9.005E+02 -1.033E+02
 
 STRESS of ELEMENT :  324
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -7.682E+04 -2.544E+03 -7.415E+02 -9.658E+03  9.438E+02  1.326E+02
    2         -7.684E+04 -2.601E+03 -7.659E+02 -9.754E+03 -8.908E+02 -1.262E+02
    3         -5.843E+04  3.762E+03  1.895E+03 -9.890E+03  9.276E+02  1.033E+02
    4         -5.846E+04  3.705E+03  1.870E+03 -9.986E+03 -9.070E+02 -1.020E+02
    5         -7.755E+04 -3.746E+03 -1.996E+03 -3.619E+03  9.163E+02  1.326E+02
    6         -7.758E+04 -3.801E+03 -2.020E+03 -3.715E+03 -8.648E+02 -1.262E+02
    7         -5.909E+04  2.640E+03  8.273E+02 -3.852E+03  9.005E+02  1.033E+02
    8         -5.911E+04  2.585E+03  8.037E+02 -3.947E+03 -8.806E+02 -1.020E+02
 
 STRESS of ELEMENT :  325
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -4.977E+04 -2.804E+03 -9.700E+02 -1.259E+04  9.164E+02  8.323E+01
    2         -4.977E+04 -2.801E+03 -9.687E+02 -1.249E+04 -9.205E+02 -8.287E+01
    3         -3.139E+04  3.498E+03  1.658E+03 -1.273E+04  9.173E+02  5.629E+01
    4         -3.139E+04  3.501E+03  1.660E+03 -1.263E+04 -9.196E+02 -5.623E+01
    5         -5.023E+04 -3.541E+03 -1.760E+03 -6.549E+03  8.897E+02  8.323E+01
    6         -5.023E+04 -3.538E+03 -1.759E+03 -6.456E+03 -8.936E+02 -8.287E+01
    7         -3.177E+04  2.841E+03  1.055E+03 -6.689E+03  8.905E+02  5.629E+01
    8         -3.177E+04  2.844E+03  1.057E+03 -6.596E+03 -8.928E+02 -5.623E+01
 
 STRESS of ELEMENT :  326
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -4.977E+04 -2.801E+03 -9.687E+02 -1.249E+04  9.205E+02  8.287E+01
    2         -4.977E+04 -2.804E+03 -9.700E+02 -1.259E+04 -9.164E+02 -8.323E+01
    3         -3.139E+04  3.501E+03  1.660E+03 -1.263E+04  9.196E+02  5.623E+01
    4         -3.139E+04  3.498E+03  1.658E+03 -1.273E+04 -9.173E+02 -5.629E+01
    5         -5.023E+04 -3.538E+03 -1.759E+03 -6.456E+03  8.936E+02  8.287E+01
    6         -5.023E+04 -3.541E+03 -1.760E+03 -6.549E+03 -8.897E+02 -8.323E+01
    7         -3.177E+04  2.844E+03  1.057E+03 -6.596E+03  8.928E+02  5.623E+01
    8         -3.177E+04  2.841E+03  1.055E+03 -6.689E+03 -8.905E+02 -5.629E+01
 
 STRESS of ELEMENT :  327
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -2.271E+04 -3.034E+03 -1.195E+03 -1.403E+04  9.194E+02  3.661E+01
    2         -2.271E+04 -3.034E+03 -1.196E+03 -1.394E+04 -9.188E+02 -3.665E+01
    3         -4.338E+03  3.266E+03  1.428E+03 -1.407E+04  9.193E+02  9.810E+00
    4         -4.338E+03  3.266E+03  1.428E+03 -1.398E+04 -9.190E+02 -9.821E+00
    5         -2.289E+04 -3.306E+03 -1.522E+03 -7.990E+03  8.926E+02  3.661E+01
    6         -2.289E+04 -3.307E+03 -1.522E+03 -7.897E+03 -8.920E+02 -3.665E+01
    7         -4.437E+03  3.074E+03  1.290E+03 -8.037E+03  8.924E+02  9.810E+00
    8         -4.437E+03  3.074E+03  1.289E+03 -7.944E+03 -8.922E+02 -9.821E+00
 
 STRESS of ELEMENT :  328
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1         -2.271E+04 -3.034E+03 -1.196E+03 -1.394E+04  9.188E+02  3.665E+01
    2         -2.271E+04 -3.034E+03 -1.195E+03 -1.403E+04 -9.194E+02 -3.661E+01
    3         -4.338E+03  3.266E+03  1.428E+03 -1.398E+04  9.190E+02  9.821E+00
    4         -4.338E+03  3.266E+03  1.428E+03 -1.407E+04 -9.193E+02 -9.810E+00
    5         -2.289E+04 -3.307E+03 -1.522E+03 -7.897E+03  8.920E+02  3.665E+01
    6         -2.289E+04 -3.306E+03 -1.522E+03 -7.990E+03 -8.926E+02 -3.661E+01
    7         -4.437E+03  3.074E+03  1.289E+03 -7.944E+03  8.922E+02  9.821E+00
    8         -4.437E+03  3.074E+03  1.290E+03 -8.037E+03 -8.924E+02 -9.810E+00
 
 STRESS of ELEMENT :  329
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          4.338E+03 -3.266E+03 -1.428E+03 -1.407E+04  9.193E+02 -9.810E+00
    2          4.338E+03 -3.266E+03 -1.428E+03 -1.398E+04 -9.190E+02  9.821E+00
    3          2.271E+04  3.034E+03  1.195E+03 -1.403E+04  9.194E+02 -3.661E+01
    4          2.271E+04  3.034E+03  1.196E+03 -1.394E+04 -9.188E+02  3.665E+01
    5          4.437E+03 -3.074E+03 -1.290E+03 -8.037E+03  8.924E+02 -9.810E+00
    6          4.437E+03 -3.074E+03 -1.289E+03 -7.944E+03 -8.922E+02  9.821E+00
    7          2.289E+04  3.306E+03  1.522E+03 -7.990E+03  8.926E+02 -3.661E+01
    8          2.289E+04  3.307E+03  1.522E+03 -7.897E+03 -8.920E+02  3.665E+01
 
 STRESS of ELEMENT :  330
 ----------------------------------------------
  Position       Sxx        Syy        Szz        Sxy        Syz        Szx     
    1          4.338E+03 -3.266E+03 -1.428E+03 -1.398E+04  9.190E+02 -9.821E+00
    2          4.338E+03 -3.266E+03 -1.428E+03 -1.407E+04 -9.193E+02  9.810E+00
